Rank,Industry,Sector,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS,10D_RS_Percentile,1M_RS,1M_RS_Percentile,3M_RS,3M_RS_Percentile,6M_RS,6M_RS_Percentile,Tickers
49,Specialty Business Services,Industrials,92.34,65.77,98.2,75.46,94.85,63.35,95.79,52.62,89.31,32.54,97.11,48.46,"BUUU,TH,TISI,CBZ,FA,QUAD,SST,ARMK,UNF,CASS,KODK,GPN,ABM,TRNS,EBF,CTAS,NTIP,AZZ,CMPR,PC,SPIR,TIC,BKSY,RHLD,DLB,TRI,RELX,YSXT,WFCF,SFHG,AMTM,CPRT,LZ,MMS,BV,ULS,RBA,CRE,RTO,DLHC,PMEC,LICN,YFOR,SMX,THH,ANPA"
50,Farm & Heavy Construction Machinery,Industrials,92.0,65.08,96.44,63.0,97.89,72.69,97.22,58.15,97.77,63.0,91.17,36.0,"BNC,MTW,CNH,ARTW,DE,CAT,GENC,WNC,AGCO,OSK,CMCO,PCAR,AEBI,XOS,TEX,FSS,HY,ALG,TWI,BLBD,LNN,ASTE,HYFM,GP,SCAG,HCAI"
51,Financial Data & Stock Exchanges,Financial Services,91.79,64.38,99.31,83.08,93.52,54.0,95.58,49.85,73.64,8.31,89.05,29.77,"FDS,MKTW,MORN,NDAQ,CBOE,CME,VALU,ICE,MCO,COIN,MSCI,SPGI,TRU,DTCX"
52,Rental & Leasing Services,Industrials,91.77,63.69,92.9,33.23,95.45,65.08,99.34,70.27,108.74,83.77,92.94,40.85,"VSTS,VAI,CTOS,UHAL,URI,R,HRI,GATX,AER,PRG,SUNB,MGRC,WLFC,WSC,CAR,EQPT,MWG,HTZ"
53,Asset Management,Financial Services,91.63,63.0,97.78,72.69,94.02,56.77,93.69,45.69,92.04,43.62,99.39,54.69,"CYPH,IGR,MAAS,ASST,AAMI,WT,DFDV,TWN,KF,VCTR,HSDT,STT,AEF,STK,BSTZ,BST,HQL,BEN,SII,EMF,IVZ,BTX,PFG,AMG,PEO,HQH,SEIC,CRBG,BGR,BMEZ,GNT,NTRS,TRIN,EQH,IHD,JOF,BCX,RMT,BME,IAE,THW,NFJ,FGNXP,EVT,ADX,EMO,IGA,NMAI,DXYZ,NML,QQQX,GGN,FUND,GCMG,BHV,SATA,AMP,JCE,THQ,EOD,GAIN,CSQ,AOD,KYN,HFRO,IGD,EDF,HTGC,SPXX,CET,ETV,ASA,CHW,ETO,DBRG,NBXG,ETG,BOE,CCD,NXG,CHI,CII,ETW,AFCG,EXG,RCG,CEE,BDJ,CGO,AIO,EDD,CHY,CSWC,GGT,CNS,XFLT,BBDC,GAM,OCSL,GRX,NCZ,FDUS,HASI,BANX,TEI,BGY,HEQ,IAF,FFA,GSBD,ETB,WHF,RGT,GROW,NIE,GDV,RVT,BCV,RVI,GCV,ARCC,PFX,TCPC,ECAT,WHG,TY,FSCO,HNNA,ECF,BCAT,MXF,SRV,MSIF,LIEN,TROW,GGZ,USA,BLK,CAF,MXE,EOI,CGBD,BXSL,FHI,MAIN,ECCC,AGD,VPV,MIY,RJF,RWAY,BTO,EEA,NCV,SOR,MCI,SCD,FSK,HRZN,BGT,ETJ,LGI,OXLCO,OCCIN,PDPA,SPMA,OXLCN,OCCIM,GLAD,RSF,SPME,ACV,PDX,GLQ,AVK,TYG,DMA,EICA,GLU,CCID,JFR,CION,IDE,AVAT,HERZ,TBLD,GUT,PGP,STEW,MEGI,EOS,GDL,IGI,IQI,JRS,GBDC,GLV,BSL,DNP,TPVG,RLTY,AB,CEV,BGB,DPG,ETY,TPG,UTF,FINS,ASG,DTF,ERC,RFI,OBDC,JQC,RMI,EMD,GRF,GLO,EFR,ZTR,APAM,MSD,MCN,FRA,TSLX,HIX,SABA,FFC,FMY,MUJ,EFT,OFS,PCF,RQI,BTT,BGX,FTHY,NRK,AWP,KBDC,RNP,FTF,MSDL,BUI,IIM,PSEC,EARN,MMT,KIO,FOF,GAB,NPCT,PFO,NRO,OXLC,HTD,WIA,SDHY,PGZ,RIV,WIW,GF,SPE,JGH,VMO,NPFD,VGI,FAX,VGM,PFD,EVF,PPT,NIM,RA,DLY,MIN,VKQ,APO,EVG,BGH,GHY,PDT,EAD,PIM,AWF,CPZ,OPP,PSBD,FLC,DFP,VVR,HYI,RFM,RMM,DBL,VKI,RFMZ,MGF,LDP,NBB,NCDL,NTRSO,JHI,DHF,DSU,NCA,EHI,MFM,BTZ,HIO,MUC,PSF,NAZ,WEA,JMM,ARDC,BX,RMCO,VBF,GUG,JHS,PAI,EVN,MHD,DSL,BIT,NXP,RMMZ,ARES,BBN,BHK,BRW,PTA,NBH,KTF,OIA,BLW,JLS,ETX,HYT,IIF,TDF,MPV,FMN,PAXS,PNI,JRI,SBI,NVG,MMD,ASGI,PFN,TSI,EIM,NMT,PCQ,BAM,EOT,HGLB,NZF,STEP,UTG,PDO,BMN,MHF,NMI,TIPT,PCN,WDI,MYI,FGNX,MYN,PMM,BWG,TWAV,NUW,PHK,LEO,NUV,BKT,FT,EVV,FPF,PTY,NMFC,KKR,MQY,OTF,IFN,CIK,DMO,MGLD,AFB,DMB,NKX,NNY,OWL,VLT,NMZ,PMO,ERH,GBAB,NMCO,MMU,VCV,ISD,VINP,GDO,HPF,MPA,PFL,OXSQ,BCSF,NAC,NEA,CRF,ECC,ACP,NAN,HPI,DHY,MUA,DSM,JPC,NAD,PML,EIC,RAND,GECC,CLM,RPC,NDMO,PFLT,NHS,HPS,SPMC,GEG,PCM,VTN,SLRC,HLNE,BCIC,NPV,MFIC,VRTS,NOAH,PDI,NMS,RCS,BN,PNNT,ALTI,PAX,AMBR,BPRE,SCM,GOF,KWY,PDCC,SAR,CG,OCCI,CCAP,CCIF,CFND,NSLR,MLCI,SAMG,TGE,AMTD,BCG,ZSTK,BUR,EQS,SDEV,ICMB,CWD,VCX,ALP,INV,BENF"
54,Shell Companies,Financial Services,91.55,62.31,99.7,83.77,92.33,48.81,93.2,43.62,89.87,35.65,101.19,60.23,"RFAIU,RFAI,RDACU,CCXIU,CCXI,FVNNU,HVIIU,TDACU,NOEMU,DAAQU,NTWOU,COLA,UYSCU,ASPCU,XRPNU,UYSC,EURKU,BHAVU,SVIVU,BKHAU,DTSQ,HVII,QSEAU,NTWO,DTSQU,DMAAU,CAPNU,PONOU,BIXI,CCAQ,FSHP,BKHA,BEAGU,MKLYU,RANGU,MACIU,DMAA,IBAC,FSHPU,CHAR,GIWWU,SIMAU,EURK,CAPN,RANG,HLXC,DBCAU,ALISU,MACI,PGACU,LPAAU,SPKLU,CEPO,TACOU,WTG,YHNA,ILLUU,DYNC,RIBBU,RNGTU,SVAQU,PMTRU,OACCU,LKSPU,TDAC,QSEA,FMACU,WTGUU,ALIS,LWAC,INAC,JACS,ZKPU,PCAPU,SORNU,COPL,XCBEU,GTERA,SDHI,BACCU,ALDF,AXINU,GSHR,KFII,LCCC,GSRFU,NMP,SSEA,JENA,BACC,LPBB,PGAC,SOUL,TAVI,QETA,APAC,SPEG,QUMS,TACHU,EVAC,FVAV,CRAC,LPCVU,KCHV,ATIIU,DRDB,HAVA,XRPN,YHNAU,HVMCU,GTEN,BEAG,DSACU,CHEC,ORIQ,SZZL,LKSP,MKLY,OBA,SVCC,TACH,GPAT,OYSE,CRAQ,OBAWU,SOCA,WENN,EGHA,EMIS,KTWO,NBRGU,ADAC,ARCI,CCAQU,SBXD,OTGAU,RFAMU,VHCPU,ALF,NOEM,NPAC,PLMK,TMTSU,CHARU,HCACU,APACU,HVMC,MMTX,EGHAU,TVAI,FERA,KOYN,SIMA,SUMAU,DBCA,MESHU,PACH,AEXA,FIGX,GSHRU,VNME,GTENU,SSAC,TDWD,TAVIU,CHPG,RAC,MLAA,BIXIU,QETAU,TVACU,ARCIU,GIW,KTWOU,PAII,YCY,ADACU,AIIA,TACO,ALOV,SSEAU,CRANU,CUB,OTGA,TVA,EVOX,WLIIU,CRACU,LAFA,SOCAU,DMII,DAAQ,IPXG,AXIN,DSAC,ALDFU,BLRK,LCCCU,SCII,BDCIU,LPBBU,NBRG,GPACU,LWACU,TVAIU,APXT,BLRKU,CHPGU,HCMA,RDAG,TONT,TWLV,FERAU,GIX,HCAC,QADRU,RNGT,VNMEU,AEAQ,DYOR,GSRF,IEAG,SVAQ,APXTU,PACHU,PTORU,SCPQU,XSLL,GPAC,ITHA,LAFAU,WSTN,LATA,RFAM,SZZLU,ACAAU,MBVI,PCAP,IEAGU,INACU,DMIIU,MUZE,FIGXU,IGAC,LPCV,NPACU,WSTNU,MESH,WENNU,DRDBU,HCMAU,WPAC,AACI,BLZR,LFAC,LFACU,GPATU,KRSP,MEVO,KBONU,SORN,AACIU,EVOXU,GTERU,ARTCU,ATII,BLUW,SDHIU,CRAN,XFLH,FGII,IRHO,PAACU,SBXE,OACC,OYSEU,SCPQ,ZKP,OIM,XCBE,HAVAU,TLNCU,AEAQU,SSACU,ALUB,CHECU,CTAAU,MBVIU,POLE,DNMX,TWLVU,FCRS,IRAB,KOYNU,PMTR,PTOR,BDCI,GIXXU,XSLLU,VHCP,BIII,LATAU,SVCCU,TLNC,BEBE,DYORU,SCIIU,CCIIU,IACOU,MUZEU,UAC,IGACU,SAC,IRHOU,CEPV,HCIC,CAQUU,ITHAU,OIMAU,SVIV,MCGA,SPEGU,AACOU,BCSS,BLZRU,MLAAU,HACQU,ONCH,QUMSU,KRAQ,MEVOU,HCICU,NMPAU,LEGO,VLOSU,CEPS,LPAA,CLBR,ORIQU,BLUWU,ALFUU,CAQ,FGIIU,MMTXU,TRGSU,ONCHU,CCII,DYNCU,TDWDU,BSAA,SAAQ,KRAQU,PALOU,KBON,CEPF,KCHVU,DNMXU,IPEXU,ALOVU,KFIIU,RDAGU,COLAU,RTAC,NWAX,CRAQU,MCGAU,VLOS,ASPC,CUBWU,POLEU,RTACU,SPKL,IPFXU,IPEX,SAAQU,PLMKU,FACTU,BSAAU,FVN,RDAC,VACI,RIBB,AFJKU,AFJK"
55,Packaging & Containers,Consumer Cyclical,91.49,61.62,95.72,55.38,100.21,76.15,102.99,76.15,94.75,54.69,92.38,38.08,"KRT,MYE,GEF,AMBP,PKG,SW,BALL,CCK,AMCR,SON,AVY,TRS,REYN,MGIH,IP,SLGN,DSS,YHGJ,GPK,ORBS,PACK,OI"
56,Conglomerates,Industrials,91.01,60.92,92.57,28.38,94.69,60.23,99.34,70.27,101.44,67.85,105.91,67.5,"MAMK,NNBR,RCMT,HHS,CODI,AIRT,TUSK,CRESY,DLX,MMM,PAM,LGPS,VMI,OTTR,AIRTP,BOC,GHC,BOOM,HON,SEB,TRC,MATW,BBUC,FIP,FBYD,GNTA,PLAG,GPUS,NXAT"
57,Other Precious Metals & Mining,Basic Materials,90.69,60.23,96.57,63.69,95.47,65.77,101.93,74.08,92.29,45.69,127.78,87.92,"MTA,BVN,HL,VOXR,SBSW,ASM,TFPM,MUX,PPTA,SLSR,ITRG,VMET,PLG,LODE,GMTL,GRML"
58,Drug Manufacturers - Specialty & Generic,Healthcare,90.52,59.54,96.76,65.77,95.58,66.46,97.26,58.85,92.27,45.0,100.26,57.46,"ETON,CPIX,AMLX,TKNO,CRDL,ANIK,LQDA,KNSA,IRWD,AMRX,UPC,TRLV,TEVA,ALVO,LNTH,VTRS,CABR,ALKS,EOLS,BFRI,PRGO,XERS,CTOR,KMDA,TXMD,CRON,TLPH,TAK,HCM,ZYBT,AMPH,ACB,INDV,INM,RMTI,BHC,BCRX,HLN,ELAN,PCRX,DERM,NBIX,UTHR,AQST,ANIP,INCR,PAHC,SUPN,HIMS,AYTU,RDY,OGI,GLAS,SCYX,PBH,CGC,HROW,CPHI,LFCR,EBS,IXHL,ZTS,BIOA,GELS,SNOA,AKBA,SIGA,COLL,TLRY,ADCT,YCBD,EVO,RDHL,SHPH,ORGO,PRFX,RGC,BGM,IMCC,AKAN,SBFM,APUS,SXTC"
59,Tools & Accessories,Industrials,90.39,58.85,93.16,36.0,97.44,69.92,102.08,74.77,105.44,78.92,106.78,69.92,"SWK,EML,TKR,TTC,SNA,LECO,KMT,RBC,CVR,ZJK,HLMN"
60,Insurance - Diversified,Financial Services,90.32,58.15,97.4,68.88,94.93,64.38,92.65,42.23,89.95,36.69,96.73,47.77,"SLF,AEG,PLGO,XZO,IGIC,ACGL,HIG,ACGLO,AIG,ACGLN,BNT,WDH"
61,Integrated Freight & Logistics,Industrials,90.21,57.46,92.86,31.85,86.26,31.85,98.13,65.77,92.1,44.31,86.5,27.0,"PSIG,NCEW,CJMB,CYRX,EXPD,PBI,JBHT,RLGT,FDX,LSTR,UPS,QNME,CHRW,ZTO,GXO,FWRD,HXHX,HUBG,BTOC,ATXG,JYD,PAL,SERV,GVH,ELOG,SLGB,FLX,SGLY,CIIT,CTNT"
62,Consulting Services,Industrials,90.08,56.77,98.6,78.23,94.26,58.85,93.25,44.31,80.23,15.92,89.99,32.54,"ROMA,RYOJ,FORR,ACCL,AERT,SBC,HURN,PPHC,EFTY,ICFI,LAWR,BAH,CRAI,RGP,FCN,VRSK,EFX,ZTG,DGNX,GRNQ,EGG,INTJ,FOFO,VCIG"
63,Insurance - Life,Financial Services,89.92,56.08,95.88,57.46,97.21,69.23,93.81,47.77,94.8,55.38,97.84,51.92,"JXN,MFC,MET,CNO,UNM,PRU,GL,GNW,LNC,PRI,AFL,SNFCA,ABX,BHFAP,PUK,BHFAN,BHFAO,BHFAM,FG,BHF,CIA,AAME"
64,Lodging,Consumer Cyclical,89.08,55.38,95.32,53.31,93.11,51.23,97.51,60.92,105.11,76.85,112.66,80.31,"CVEO,INTG,IHG,MAR,HTHT,HLT,H,CHH,ATAT,WH,GHG"
65,Capital Markets,Financial Services,88.78,54.69,103.01,91.38,89.37,38.77,86.46,22.15,88.18,28.38,83.13,18.69,"MTC,PURR,TOP,HUT,MRX,NCPL,NAKA,SBET,SLNHP,OPY,VIRT,RIOT,BMNR,BMHL,VIP,IBKR,GOLD,NMR,SNEX,HOOD,XP,BGDE,BGC,SCHW,AUC,MS,CLSK,MKTX,SLNH,MARA,IREN,HIVE,WULF,STKE,LPLA,TAOX,FIGR,GS,HGBL,CRCL,SF,BTCS,MIAX,TW,MEGL,GLXY,PJT,SIEB,MC,BTGO,PIPR,GEMI,FUTU,MDBH,BTBT,JEF,HLI,SRL,BRBI,COHN,SONM,LAZ,EVR,ETOR,DEFT,ATCH,CNCK,PWP,CD,TIGR,PLUT,DOMH,WTF,MATH,FUFU,NCTY,GSIW,ABTC,ABTS,ARBK,SOS,GRAN,FLD,AXG,CANG,STEX,IPST,AURE,PMAX,PWCM,LGHL"
66,REIT - Specialty,Real Estate,88.43,54.0,94.58,47.08,91.62,45.69,93.72,46.38,98.01,63.69,100.19,56.77,"EQIX,IRM,UNIT,OUT,LAMR,EPR,FPI,LAND,DLR,LANDP,LANDO,SELF,AMT,RYN,SBAC,GLPI,WY,CCI,PW,FRMI"
67,Utilities - Diversified,Utilities,88.28,53.31,94.37,46.38,92.2,47.77,91.12,38.08,95.43,58.15,111.14,75.46,"AES,UTL,BIP,AVA,SRE,AQN"
68,Insurance Brokers,Financial Services,88.25,52.62,92.95,33.92,100.19,75.46,106.29,81.0,73.29,6.92,64.01,0.69,"LIFE,XHG,ARX,BWIN,TWFG,CRVL,NP,WTW,GSHD,AJG,RYAN,MRSH,ERIE,BRO,AON,HUIZ,TREE,SLQT,EHTH,EZRA,AIFU,ZBAO"
69,Food Distribution,Consumer Defensive,88.24,51.92,92.44,27.0,94.18,58.15,95.76,51.92,93.23,50.54,106.67,69.23,"CHEF,MTEX,ANDE,UNFI,USFD,AVO,SYY,PFGC,DIT,HFFG,TWG"
70,REIT - Retail,Real Estate,87.93,51.23,90.78,18.69,93.38,52.62,96.62,54.0,103.45,72.69,105.91,67.5,"WHLRP,CBL,MAC,CURB,SPG,ALX,PINE,FRT,KRG,REGCP,REG,KIM,SKT,REGCO,NNN,BRX,NTST,GTY,IVT,PECO,WHLRD,O,UE,FCPT,AKR,ADC,BFS,EPRT,SITC,WHLR"
71,Advertising Agencies,Communication Services,87.86,50.54,95.79,56.77,86.61,32.54,90.28,33.92,87.22,26.31,77.39,11.08,"TJGC,EVC,MGNI,WPP,STGW,ZD,CNET,FLNT,QNST,DV,CCO,NEXN,ADV,OMC,EDHL,MF,TSQ,CRTO,MCHX,DLPN,KRKR,YDKG,SWAG,IZEA,ACCS,APP,NCMI,TTD,STFS,CHR,WIMI,CDLX,VSME,DRCT,TC,TDIC,BAOS,HAO"
72,Scientific & Technical Instruments,Technology,87.65,49.85,93.35,38.08,94.82,62.31,95.65,51.23,107.27,82.73,97.31,49.85,"MLAB,COHR,ASTC,KEYS,CGNX,VPG,GRMN,MKSI,ACFN,ITRN,USBC,ST,NOVTU,LGL,SOTK,TDY,NOVT,ESE,ITRI,FTV,WRAP,TRMB,VNT,BMI,ODYS,GNSS,ARBE,AIMD,MIND,FCUV,SVRE,ARAI,MVIS"
73,Beverages - Brewers,Consumer Defensive,87.51,49.15,93.72,42.23,91.97,46.38,91.33,40.85,94.83,56.08,103.68,63.69,"FMX,BUD,ABEV,CCU,TAP,SAM,STZ"
74,Thermal Coal,Energy,87.47,48.46,94.9,50.54,95.75,67.15,96.7,54.69,86.77,24.92,136.59,90.69,"ARLP,CNR,NRP,BTU,NC"
75,Metal Fabrication,Industrials,87.3,47.77,89.34,8.31,93.84,55.38,97.27,59.54,109.68,85.85,99.2,53.31,"AP,ATI,PRLB,TPCS,TRSG,CRS,HIHO,WOR,MLI,RYZ,CMC,IIIN,TG,MEC,GPGI,ESAB,MTEN,OLOX"
76,Telecom Services,Communication Services,87.13,47.08,93.77,42.92,90.08,41.54,89.95,32.54,91.98,42.92,107.46,70.62,"ATEX,IRDM,PCLA,LILAK,LILA,TIGO,GSAT,SKM,ATNI,VEON,TEO,VOD,IDT,ELWT,CHT,VZ,KYIV,T,SIFY,KT,LBTYB,AD,ECHO,AMX,BCE,PHI,RCI,VIV,TDS,KVHI,LUMN,TV,CMCSA,SHEN,GLIBK,GLIBA,LBTYK,LBTYA,TIMB,TKC,TLK,TMUS,CXDO,RDCM,IOTR,TU,CHTR,OPTU,GOGO,IQST,CCOI,NIXX,UCL,CABO,SURG,FNGR"
77,Department Stores,Consumer Cyclical,86.85,46.38,97.97,74.08,93.26,51.92,97.31,60.23,110.66,86.54,102.51,61.62,"DDS,M,KSS,PLBL"
78,Apparel Manufacturing,Consumer Cyclical,86.83,45.69,91.13,20.77,94.06,57.46,99.13,68.54,106.35,80.31,110.34,74.77,"VNCE,JRSH,FIGS,ZGN,SGC,LAKE,PVH,COLM,NCI,RL,GIII,KTB,LEVI,UA,UAA,GIL,JXG,VFC,JL,OXM,GOOS,PLBY,PLCE,XELB"
79,Specialty Industrial Machinery,Industrials,86.78,45.0,118.52,96.23,85.7,28.38,90.43,34.62,105.42,78.23,109.99,73.38,"BURU,PKOH,TWIN,BWEN,JCSE,HURC,GRC,NDSN,ETN,GEV,LXFR,IEX,WTS,AME,EMR,GHM,NPO,ITT,PH,CVV,ROK,CSW,FLS,ITW,BW,TAYD,CR,GTES,SXI,GNRC,HLIO,DCI,KRNT,CMI,FELE,GGG,EPAC,CETY,MIDD,SYM,NPWR,DOV,IR,AOS,KAI,XYL,RRX,OFLX,PSIX,MWA,OTIS,WFF,TNC,JBTM,MIR,AMSC,GFUZ,SHMD,HUHU,RR,ATS,SPPL,PNR,NNE,SMR,LASE,HDRN,GCDT,OPTT,INLF,LBGJ"
80,Utilities - Regulated Gas,Utilities,86.58,44.31,94.77,48.46,90.19,42.23,89.62,30.46,95.07,56.77,113.13,81.0,"UGI,BKH,CPK,NJR,NWN,SWX,SR,MDU,OGS,SPH,ATO,NI,RGCO,BIPC,CTRI"
81,Household & Personal Products,Consumer Defensive,86.3,43.62,95.06,51.92,93.04,50.54,92.38,41.54,81.77,20.77,74.24,4.15,"HNST,ACU,HELE,NWL,EPC,ELF,SPB,IPAR,EL,UG,CHD,CL,MAGN,COTY,KVUE,UL,ATTT,PG,ODD,KMB,CLX,DSY,GROV,NUS,WALD,SKIN,YSG,SLSN,TANH,BYAH"
82,Security & Protection Services,Industrials,86.28,42.92,97.65,72.0,87.34,35.31,89.58,29.77,83.59,22.15,91.04,34.96,"VRME,CIX,MG,GEO,CXW,NL,MSA,ALLE,BCO,BRC,SPCB,ADT,NSSC,EVLV,IVDA,SNT,GFAI,BAER,BKYI,SUGP"
83,Software - Application,Technology,85.87,42.23,99.76,85.15,85.9,30.46,90.9,37.38,72.8,5.54,71.57,2.08,"WCT,RNG,APPS,FSLY,TEAM,PUBM,DHX,SMWB,EXFY,AMPL,OOMA,SNOW,PAYC,FROG,DDOG,IBTA,CHYM,CURR,PD,RDVT,NXPL,U,IDAI,NAVN,RYDE,DAVE,ESTC,KARO,MANH,VIA,MTLS,PDFS,DT,RSKD,DJCO,SPT,PLTS,MITK,WDAY,DOCU,INTA,BVC,ADEA,CRM,FRSH,TONX,CVLT,SPSC,WK,MSTR,PCTY,NTWK,PLUS,DSP,BILL,GRND,ADP,APPF,STRD,YAAS,DCBO,NOW,IMMR,BULL,ASAN,STRC,NCNO,ALRM,STRK,PAYX,SAP,NATL,PERF,CCC,BLKB,STRF,BRZE,API,AGYS,MNTN,RMNI,SHOP,SSNC,NICE,IDCC,DFIN,QTWO,ZM,JTAI,SVCO,HKD,WLTH,BTDR,CMRC,ALKT,DSGX,DUOL,GWRE,JG,ASUR,EGHT,IPM,ATHR,DOMO,PHUN,PCOR,ADBE,AZ,MNDO,ROP,LYFT,MRT,RDZN,RTB,DUOT,PTC,IFBD,VTEX,KLTR,TYL,MNDY,AEYE,LSPD,ADSK,FRMM,OTEX,UBER,LAW,YALA,YMM,BSY,GLOO,KC,CXM,UPBD,DBD,PEGA,YOU,FIG,CDNS,HUBS,MYSE,ORKT,GTM,VERX,XPER,CRNC,CREX,VS,RSSS,KVYO,SMSI,SMRT,WRD,EVCM,TRAK,INTU,HOLO,BLIV,AIFF,BL,PAR,LIF,MFI,YB,SOUN,PDC,AWRE,FICO,ALIT,EGAN,VTSI,TTAN,INLX,AIOT,BMR,SCOR,GRAB,RBBN,SSTI,DMRC,SRAD,AMST,NVNI,HIT,NRDY,BLND,CRGO,QH,TGL,PSQH,AUUD,UPLD,IDN,THRY,AIXI,YXT,HTCR,CYN,FUSE,RMSG,ILLR,SAGT,KNRX,BZAI,INUV,RPGL,MASK,RCT,AMOD,BIYA,FTFT,CXAI,NTCL,PARA,YMT,AMZE,FRGT,HODO,NXTT,LGCL"
84,Chemicals,Basic Materials,85.18,41.54,92.69,29.77,85.75,29.08,98.3,66.81,89.73,33.92,148.99,94.85,"MEOH,VHI,GPRE,REX,RYAM,DOW,WLKP,LXU,CE,ASIX,HUN,NPT,TROX,OLN,GURE,BAK"
85,Information Technology Services,Technology,85.11,40.85,100.72,86.54,85.18,26.31,85.8,21.46,87.42,27.0,77.31,10.38,"SAIH,CHRN,QXL,PENG,WYY,SHAZ,TASK,SAIC,CACI,IBEX,KEEL,III,GDYN,EFOR,INGM,CTSH,EXLS,CDW,CIFR,IT,ACN,CLPS,GLE,JKHY,CNDT,EPAM,DXC,FORTY,INOD,G,BR,APLD,GDS,DAIC,GIB,LDOS,VYX,WYFI,GLOB,IBM,CNXC,ARBB,TTGT,NABL,VNET,INFY,PSN,KD,JFU,UIS,CTM,HCKT,TSSI,CLVT,CSPI,AIOS,FIS,DTST,WIT,PONY,BBAI,TDTH,TTEC,VRRM,VEEA,CYCU,LZMH,GMM,HKIT,SGRX,JZ"
86,Other Industrial Metals & Mining,Basic Materials,85.06,40.15,91.21,21.46,89.55,39.46,94.42,48.46,102.05,70.62,128.07,88.62,"MTRN,NEXA,ALM,TII,SKE,BHP,SCZM,RIO,NVA,CRML,VZLA,USAS,VALE,WRN,LAR,CMP,GSM,TMQ,ELVR,SGML,BMM,GRO,NAK,LZM,USAR,WWR,IONR,CHNR,ALOY,MP,ELBM,XPL,USGO,TMC,NEXM,UAMY,ATLX,LAC,NMG,NB,IPX,LGO,FNUC,OMEX,SLI,FMST,EMAT"
87,Business Equipment & Supplies,Industrials,85.01,39.12,89.56,10.38,90.69,43.62,89.4,29.08,104.06,75.46,75.73,6.23,"XRX,ACCO,ACTG,CXT,EHGO"
88,REIT - Residential,Real Estate,85.01,39.12,93.58,39.46,88.68,38.08,90.75,36.69,90.0,37.38,90.43,33.23,"JAN,UMH,ESS,CLPR,AMH,MRP,INVH,VMRK,ELS,CSR,BRT,UDR,CPT,SUI,IRT,MAA,BHM,NXRT,ELME,AIV"
89,Utilities - Regulated Electric,Utilities,84.93,38.08,92.87,32.54,89.63,40.5,88.33,26.31,95.08,57.46,111.61,78.23,"ELPC,GNE,NWE,CIG,TXNM,CEPU,EVRG,ETR,D,FTS,ED,NGG,ES,OGE,PNW,AEP,FE,EDN,EMA,POR,NEE,AEE,IDA,DUK,XEL,LNT,WEC,CNP,SO,EXC,PPL,MGEE,SOMN,PPLC,DTE,CMS,PEG,EIX,KEP,PCG,HE,NKLR,IMSR"
90,REIT - Office,Real Estate,84.88,37.38,91.28,22.15,87.51,36.0,93.79,47.08,94.15,51.92,76.03,8.31,"PSTL,HIW,SLG,HPP,PDM,CDP,CUZ,DEA,VNO,ONL,BXP,ARE,KRC,BDN,NLOP,DEI,FISK,ESBA,OGCP,FSP,CMCT"
91,Insurance - Specialty,Financial Services,84.57,36.69,93.99,45.0,92.33,48.81,90.61,36.0,88.52,29.77,92.91,39.46,"ACT,ITIC,EIG,MTG,NMIH,ESNT,FAF,RDN,AXS,AGO,FNF,JRVR,AMSF,MBI,OSG"
92,Credit Services,Financial Services,84.49,36.0,93.66,40.85,91.33,45.0,95.28,49.15,92.63,47.77,83.31,19.38,"ECPG,PMTS,OPRT,BFH,AGM,MFIN,EZPW,ATLC,SEZL,PRAA,FCFS,V,JCAP,CACC,MA,CPSS,PYPL,OMF,ENVA,SLM,WRLD,ATLCP,AFRM,NAVI,SLMBP,GDOT,SYF,COF,JF,NNI,XYF,AXP,TROO,ALLY,SUIG,SOFI,RM,WU,HTT,SNTG,VRM,UPST,FOA,OPFI,KLAR,LU,FINV,YRD,DXF,QFIN,ANTA,JFIN,LX"
93,Restaurants,Consumer Cyclical,83.93,35.31,89.61,11.08,93.77,54.69,99.15,69.23,89.28,31.15,84.68,23.54,"NDLS,CAKE,BJRI,RRGB,HCHL,BTBD,EAT,CBRL,BLMN,BDL,GTIM,RICK,LOCO,CNNE,DRI,QSR,SG,BH,SBUX,CHA,ARCO,NATH,DIN,JACK,TXRH,CMG,WEN,YUMC,YUM,RAVE,DPZ,MCD,STKS,HDL,SHAK,PTLO,GENK,FWRG,CAVA,THCH,ARKR,KRUS,MB,BROS,BRCB,WING,PZZA,REBN,CHSN,VENU,CCHH"
94,Travel Services,Consumer Cyclical,83.88,34.62,93.93,44.31,88.51,37.38,97.52,61.96,96.3,58.85,86.99,27.69,"LIND,ABNB,GBTG,PRSU,EXPE,VIK,TOUR,TNL,YTRA,BKNG,MMYT,RCL,CCL,NTRP,TCOM,TRIP,NCLH,AHMA"
95,Apparel Retail,Consumer Cyclical,83.26,33.92,88.96,6.23,92.5,49.85,97.66,63.0,94.35,52.62,102.75,62.31,"VSXY,LVLU,JILL,ANF,CURV,TLYS,DLTH,ROST,CTRN,GCO,AKA,URBN,CAL,GAP,BRIA,CRI,TJX,BKE,BURL,DXLG,AEO,LE,SHOE,CATO,BOOT,LULU,ZUMZ,SFIX,RENT,MYSZ,JEM,DBGI"
