Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,Relative Strength Short Term,Short Term Percentile,10D_RS_Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,Volume,VolumeVsAvgVol30,MA10,PriceVsMA10Pct,MA21,PriceVsMA21Pct,MA50,PriceVsMA50Pct,ATR14Pct,LoDDistATR,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
5125,DUOL,Technology,Software - Application,NASDAQ,57.36,12.71,104.45,83.99,7.36,6.72,5.81,6.42,114.1,5221224577.267273,46593117.0,0.2163,-78.88,1816321,0.88,109.13,4.55,107.39,6.25,101.64,12.26,5.8,33.46,1796042,2053330,1920752,0.265
5126,NKE,Consumer Cyclical,Footwear & Accessories,NYSE,57.34,12.7,86.28,25.28,13.05,16.28,34.25,27.57,42.42,62019550523.798004,1480887033.0,0.053200003,-47.09,19510512,0.93,42.84,-0.98,43.78,-3.11,47.02,-9.78,2.41,59.49,20492671,21032360,22718882,0.001
5127,AWRE,Technology,Software - Application,NASDAQ,57.25,12.67,88.3,30.5,12.02,13.58,27.92,77.66,1.26,27471753.127415657,21631302.0,0.0047,-57.29,61943,1.13,1.27,-0.79,1.28,-1.56,1.28,-1.56,9.92,12.0,58724,54981,57984,-0.062
5128,ICG,Technology,Semiconductors,NASDAQ,57.25,12.67,74.7,8.18,14.9,15.86,11.94,11.97,1.06,69211595.91150892,60711927.0,0.0092,-67.38,33054,0.05,1.22,-13.11,1.26,-15.87,1.26,-15.87,8.75,20.48,53765,719538,440543,-0.513
5129,AMPH,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,57.21,12.64,72.19,6.47,29.97,27.31,43.59,28.22,17.82,743847580.5342503,44092919.0,0.1667,-42.99,620930,1.05,19.04,-6.41,20.48,-12.99,20.24,-11.96,7.04,65.37,920583,592207,572126,0.004
5130,SUPV,Financial Services,Banks - Regional,NYSE,57.21,12.64,77.54,10.67,13.12,41.63,30.98,40.74,7.35,704888977.5,93985197.0,0.054,-56.5,856597,1.12,7.95,-7.55,8.35,-11.98,8.76,-16.1,7.03,3.87,772949,767166,768017,0.292
5131,EH,Industrials,Aerospace & Defense,NASDAQ,57.17,12.61,82.68,18.22,12.97,15.02,17.6,27.98,9.41,679537029.3139515,71984858.0,12.52,-53.99,606858,1.11,9.94,-5.33,10.06,-6.46,10.52,-10.55,4.91,77.88,579385,546795,610955,0.484
5132,EBON,Technology,Computer Hardware,NASDAQ,57.04,12.6,88.07,29.94,13.19,16.87,15.04,25.02,2.13,13942967.699689865,6280616.0,0.0034,-63.9,2083,0.45,2.23,-4.48,2.39,-10.88,2.24,-4.91,7.94,70.98,3738,4602,4555,-0.213
5133,PSTV,Healthcare,Biotechnology,NASDAQ,57.01,12.58,104.85,84.46,12.31,16.01,9.99,74.57,5.83,36025641.75,6862027.0,0.18040001,-75.19,141563,0.43,5.83,0.0,6.16,-5.36,5.8,0.52,8.85,44.6,148976,328095,350638,-0.029
5134,ARHS,Consumer Cyclical,Specialty Retail,NASDAQ,57.0,12.56,74.28,7.86,18.61,26.85,26.52,32.26,5.78,813855368.0,141540064.0,0.071100004,-55.47,1488964,1.03,6.23,-7.22,6.9,-16.23,6.88,-15.99,6.39,29.79,2126406,1440302,1401127,0.009
5135,NCNA,Healthcare,Biotechnology,NASDAQ,56.99,12.55,87.21,27.6,7.26,5.37,5.61,9.63,1.98,9073097.05784154,4161971.0,0.040599998,-95.05,15125,0.4,2.03,-2.46,2.09,-5.26,1.94,2.06,9.35,10.8,49412,37550,43180,
5136,HLNE,Financial Services,Asset Management,NASDAQ,56.97,12.53,79.36,12.78,12.16,18.93,18.16,17.21,84.11,3741816787.1481934,43938664.0,0.111899994,-53.06,523636,0.58,87.3,-3.65,91.43,-8.01,95.87,-12.27,4.43,1.61,739803,908397,840310,0.18
5137,BTCT,Technology,Computer Hardware,NASDAQ,56.95,12.5,84.85,22.09,13.19,10.15,7.67,6.55,1.09,10563842.38614142,9516975.0,0.0241,-77.24,49252,0.67,1.16,-6.03,1.22,-10.66,1.22,-10.66,5.5,16.67,52325,73665,92489,0.004
5138,SNT,Industrials,Security & Protection Services,NASDAQ,56.95,12.5,83.0,18.86,13.29,18.25,26.47,72.43,2.64,60662295.57492018,23331653.0,0.0015,-50.56,7186,0.25,2.68,-1.49,2.78,-5.04,2.9,-8.97,5.78,19.64,19758,28632,25773,-0.143
5139,BYND,Consumer Defensive,Packaged Foods,NASDAQ,56.94,12.48,88.96,32.04,18.52,16.06,7.14,2.15,0.76,414335293.4888449,515342392.0,0.2755,-90.12,25517375,0.31,0.83,-8.43,0.89,-14.61,0.78,-2.56,11.86,40.37,53530087,83363095,61614483,-0.153
5140,VIVS,Healthcare,Biotechnology,NASDAQ,56.93,12.46,78.62,11.91,11.57,16.45,24.59,30.45,1.29,3733929.399582863,2894519.0,0.0184,-75.66,18577,0.46,1.34,-3.73,1.4,-7.86,1.54,-16.23,5.42,42.87,28717,40365,71355,0.083
5141,BGSI,Consumer Cyclical,Auto & Truck Dealerships,NYSE,56.92,12.44,76.58,9.89,16.78,18.69,58.58,46.83,104.66,2862322039.9346924,27830064.0,2.38,-42.84,62358,1.13,109.0,-3.98,115.12,-9.09,126.19,-17.06,5.3,54.09,68915,55195,62933,0.281
5142,CNXC,Technology,Information Technology Services,NASDAQ,56.9,12.43,85.33,23.16,8.79,12.78,17.93,18.56,24.28,1465946010.6686897,61004826.0,0.2143,-60.93,1263164,0.76,23.85,1.8,24.71,-1.74,27.08,-10.34,5.87,47.72,1710376,1651665,1768437,0.054
5143,ETS,Industrials,Trucking,NASDAQ,56.81,12.41,82.81,18.44,13.62,12.93,8.5,2.31,0.5,8542219.017356873,16716672.0,0.0154,-88.18,8430,0.23,0.54,-7.41,0.57,-12.28,0.59,-15.25,9.45,-10.58,45463,36961,119992,0.163
5144,GT,Consumer Cyclical,Auto Parts,NASDAQ,56.79,12.39,72.85,6.85,16.95,20.01,37.97,29.9,5.6,1621153840.4628024,287438631.0,0.1444,-53.45,9659847,1.09,6.09,-8.05,6.6,-15.15,6.68,-16.17,5.36,56.67,10878444,8831188,8676460,-0.087
5145,HDSN,Basic Materials,Specialty Chemicals,NASDAQ,56.77,12.38,72.96,6.95,19.2,25.48,46.71,33.58,4.89,206978440.1695938,42068788.0,0.0326,-53.52,493836,1.26,5.17,-5.42,5.73,-14.66,5.89,-16.98,5.92,24.2,687743,390661,392328,0.087
5146,ADVB,Healthcare,Diagnostics & Research,NASDAQ,56.71,12.36,74.08,7.74,26.44,8.57,4.33,8.17,4.42,7191958.5558815,1634536.0,0.013200001,-82.73,3935,0.02,5.3,-16.6,5.47,-19.2,5.24,-15.65,19.43,45.44,29723,243571,559256,
5147,LIF,Technology,Software - Application,NASDAQ,56.65,12.34,81.4,15.91,16.52,22.94,18.75,85.66,39.08,3122150955.3143616,81031691.0,0.1388,-65.27,826352,0.88,41.06,-4.82,43.04,-9.2,42.23,-7.46,6.13,59.25,988705,936075,1307671,0.381
5148,ERNA,Healthcare,Biotechnology,NASDAQ,56.64,12.33,221.09,98.71,1.04,1.06,1.13,8.22,11.45,15897118.92347622,1166333.0,0.0073,-87.79,75599,0.02,9.96,14.96,7.07,61.95,6.34,80.6,22.84,36.33,9968429,3345810,2029129,
5149,FTLF,Consumer Defensive,Packaged Foods,NASDAQ,56.63,12.31,93.94,51.07,8.92,10.91,31.89,68.47,10.0,98606256.0,9391072.0,0.0422,-52.34,71257,1.9,9.86,1.42,9.6,4.17,10.97,-8.84,6.45,88.37,38815,37411,32517,0.589
5150,NUS,Consumer Defensive,Household & Personal Products,NYSE,56.62,12.29,71.29,6.04,24.5,25.29,36.27,73.73,5.7,297129317.6038313,48550543.0,0.0561,-61.01,685052,1.33,6.49,-12.17,6.94,-17.87,7.2,-20.83,5.26,10.0,731765,516531,518079,-0.12
5151,GPGI,Industrials,Metal Fabrication,NYSE,56.6,12.28,62.64,2.82,40.01,34.32,84.2,81.45,11.57,3507323595.073366,289861445.0,0.2237,-56.8,2922079,0.77,13.07,-11.48,14.5,-20.21,16.05,-27.91,10.7,1.62,4886167,3777192,4732329,
5152,MLGO,Technology,Software - Infrastructure,NASDAQ,56.58,12.26,94.87,55.56,8.23,6.25,3.65,3.4,3.83,47486194.129543304,10941519.0,0.1466,-95.15,257749,0.58,4.12,-7.04,4.06,-5.67,3.85,-0.52,10.11,77.48,1150664,446804,350568,-0.068
5153,NWGL,Basic Materials,Lumber & Wood Production,NASDAQ,56.55,12.24,81.33,15.7,16.05,17.34,47.07,20.13,0.83,13590148.133487105,16553165.0,0.0164,-87.44,40674,0.42,0.87,-4.6,0.91,-8.79,0.93,-10.75,13.92,17.31,142307,97942,103675,-0.119
5154,SLSN,Consumer Defensive,Household & Personal Products,NASDAQ,56.52,12.23,89.93,34.87,10.07,6.82,6.75,14.2,1.19,85465261.14441395,70632445.0,0.0395,-78.86,17056,0.45,1.29,-7.75,1.28,-7.03,1.15,3.48,11.58,36.27,44995,38151,42437,-0.114
5155,DTSS,Technology,Software - Infrastructure,NASDAQ,56.51,12.21,83.68,19.85,10.31,19.65,10.15,8.37,0.81,8942763.03276068,10447153.0,0.0335,-68.97,55455,0.39,0.86,-5.81,0.92,-11.96,0.93,-12.9,8.52,41.28,55725,141388,96567,-0.365
5156,FWDI,Consumer Cyclical,Footwear & Accessories,NASDAQ,56.5,12.19,83.78,20.06,10.32,9.16,10.32,82.63,4.07,334565052.9444022,74679699.0,0.019199999,-91.15,766984,0.87,4.66,-12.66,4.6,-11.52,4.66,-12.66,8.38,4.4,1210598,877242,905207,3.15
5157,XTLB,Healthcare,Biotechnology,NASDAQ,56.47,12.18,79.98,13.56,18.22,8.05,23.73,12.97,2.53,6174236.631837845,2365608.0,2.7749,-75.39,54946,0.01,2.72,-6.99,2.87,-11.85,2.63,-3.8,15.58,20.29,61594,3956754,2377961,
5158,AI,Technology,Software - Infrastructure,NYSE,56.45,12.16,88.84,31.78,10.1,9.09,10.82,11.03,8.83,1256769014.8757973,145291222.0,0.352,-70.8,3403021,0.73,9.12,-3.18,9.06,-2.54,8.84,-0.11,5.16,41.73,4579422,4643417,4660886,-0.461
5159,FND,Consumer Cyclical,Home Improvement Retail,NYSE,56.44,12.13,80.05,13.7,13.25,16.1,34.89,15.39,44.22,4701014764.932442,108094150.0,0.113299996,-52.15,2953766,0.92,47.48,-6.87,48.75,-9.29,51.05,-13.38,5.9,46.16,3594346,3203615,3090913,-0.007
5160,MGRX,Healthcare,Health Information Services,NASDAQ,56.44,12.13,107.8,87.7,5.71,6.89,4.11,6.79,0.41,7465664.759546518,16967420.0,0.0296,-85.09,286833,0.37,0.39,5.13,0.38,7.89,0.38,7.89,15.33,35.0,1040083,766167,7493120,-0.103
5161,FVRR,Communication Services,Internet Content & Information,NYSE,56.43,12.11,90.14,35.48,9.3,8.44,7.12,18.3,10.62,372090048.5141144,35950728.0,0.135,-68.88,584843,0.65,10.9,-2.57,11.0,-3.45,10.63,-0.09,5.31,7.09,798634,904031,862222,-0.016
5162,JACK,Consumer Cyclical,Restaurants,NASDAQ,56.42,12.09,80.8,14.8,10.2,10.41,27.79,16.43,11.44,207330203.73719788,19073616.0,0.3429,-54.85,839555,1.02,12.51,-8.55,12.65,-9.57,11.98,-4.51,7.77,89.96,1032815,819418,900969,-0.043
5163,FNUC,Basic Materials,Other Industrial Metals & Mining,NASDAQ,56.4,12.07,81.41,15.96,10.28,10.88,30.23,13.51,2.04,56847603.69892073,26318334.0,0.035099998,-72.54,233996,0.7,2.12,-3.77,2.23,-8.52,2.36,-13.56,10.33,4.75,539789,335009,389175,
5164,GRCE,Healthcare,Biotechnology,NASDAQ,56.36,12.06,66.76,3.87,14.7,87.3,76.64,52.67,2.15,33423899.64814639,15474027.0,0.1673,-58.49,292927,0.32,2.26,-4.87,2.47,-12.96,3.53,-39.09,6.98,33.33,448192,916660,912132,
5165,BEAT,Healthcare,Health Information Services,NASDAQ,56.35,12.04,87.18,27.52,9.28,8.51,29.18,4.85,0.9,53564094.31927532,55506835.0,0.06,-77.5,419622,0.31,0.93,-3.23,0.9,0.0,1.06,-15.09,8.07,0.0,888202,1350940,1731732,
5166,QFIN,Financial Services,Credit Services,NASDAQ,56.33,12.02,92.09,42.31,11.26,10.71,10.26,8.25,12.75,1557206591.7155342,121751884.0,0.018,-72.39,753644,0.69,13.17,-3.19,13.13,-2.89,12.91,-1.24,3.67,21.36,1162494,1090211,1259624,-0.087
5167,HTOO,Utilities,Utilities - Renewable,NASDAQ,56.32,12.01,80.46,14.26,15.76,10.49,16.42,6.05,2.66,9859551.941447496,3297509.0,0.0121,-80.46,33436,0.8,3.01,-11.63,3.15,-15.56,2.99,-11.04,11.04,6.81,68053,41804,36948,3.663
5168,UWMC,Financial Services,Mortgage Finance,NYSE,56.29,11.99,73.68,7.49,15.25,19.05,31.73,49.32,2.92,1017676560.0,339225520.0,0.1155,-59.1,18295216,1.14,3.18,-8.18,3.41,-14.37,3.57,-18.21,6.92,44.52,24269381,16032433,16462988,0.244
5169,TDUP,Consumer Cyclical,Internet Retail,NASDAQ,56.28,11.97,87.34,27.92,24.89,19.18,22.78,95.4,4.05,529067456.29370594,129040846.0,0.22530001,-67.02,1724020,0.65,4.43,-8.58,4.39,-7.74,3.95,2.53,7.4,60.06,2868382,2655267,2586574,0.146
5170,LGCL,Technology,Software - Application,NASDAQ,56.26,11.96,103.14,82.03,7.32,8.49,4.31,0.4,1.93,72743688.84040546,42790404.0,0.0005,-96.2,3214,0.58,1.79,7.82,1.83,5.46,1.76,9.66,10.42,119.36,4131,5543,5246,0.431
5171,INTA,Technology,Software - Application,NASDAQ,56.25,11.94,82.55,18.0,14.36,9.23,5.83,18.37,20.5,1617522861.4120007,77061595.0,0.08930001,-65.13,1484775,1.56,22.31,-8.11,22.6,-9.29,23.53,-12.88,7.71,8.85,1305937,953052,903907,0.131
5172,DXF,Financial Services,Credit Services,NYSE ARCA,56.2,11.92,155.75,97.8,2.19,2.69,2.32,3.06,1.04,4497978.793709278,3235956.0,0.0535,-86.49,981898,0.12,0.84,23.81,0.68,52.94,0.79,31.65,22.32,115.95,23533349,8373789,5048917,-0.532
5173,CMMB,Healthcare,Biotechnology,NASDAQ,56.19,11.91,90.85,37.32,12.07,11.87,6.44,7.47,1.55,11952642.179661155,7200387.0,0.0068,-73.64,40154,0.98,1.72,-9.88,1.65,-6.06,1.69,-8.28,8.22,8.64,46375,41168,44145,
5174,ASAN,Technology,Software - Application,NYSE,56.12,11.89,91.44,39.53,10.41,7.48,7.09,19.88,6.63,1476145976.188305,238088068.0,0.3085,-65.11,7061483,0.97,6.38,3.92,6.47,2.47,6.39,3.76,7.65,19.72,6153218,7283986,6486537,0.092
5175,RH,Consumer Cyclical,Specialty Retail,NYSE,56.11,11.87,85.32,23.14,10.66,15.43,41.78,10.45,122.14,2328007683.1216583,18900769.0,0.5581,-52.47,960787,1.0,128.25,-4.76,130.58,-6.46,130.19,-6.18,5.11,136.7,821748,957052,1284509,0.037
5176,QTI,Healthcare,Medical Devices,NASDAQ,56.06,11.86,76.15,9.47,24.64,14.87,15.32,8.96,5.24,65631622.70307541,12042500.0,0.025799999,-88.62,29696,0.57,6.51,-19.51,6.58,-20.36,6.58,-20.36,9.81,0.0,119299,51769,54357,1.333
5177,HIHO,Industrials,Metal Fabrication,NASDAQ,56.04,11.84,90.27,35.82,11.33,14.31,12.69,12.3,0.78,3640007.1464853287,4666676.0,0.0085,-64.71,4210,0.14,0.79,-1.27,0.81,-3.7,0.81,-3.7,2.47,51.85,12491,31170,40678,-0.405
5178,BMGL,Healthcare,Medical Care Facilities,NASDAQ,56.03,11.82,100.19,76.55,7.73,6.94,5.14,9.32,0.66,12323452.340394258,18785750.0,0.0128,-92.98,15267,0.66,0.71,-7.04,0.65,1.54,0.63,4.76,8.38,18.63,34036,23075,27513,0.273
5179,CTSO,Healthcare,Medical Devices,NASDAQ,55.97,11.8,72.35,6.57,18.64,18.09,26.36,32.4,0.47,31271784.249485612,62794748.0,0.0335,-66.19,38243,0.53,0.56,-16.07,0.59,-20.34,0.62,-24.19,9.73,21.87,122404,72261,90612,0.016
5180,XCH,Industrials,Specialty Industrial Machinery,NASDAQ,55.94,11.79,66.55,3.79,33.4,20.06,25.01,17.97,0.74,64407662.10941577,81528684.0,0.0005,-70.39,101806,4.46,0.83,-10.84,0.92,-19.57,1.09,-32.11,16.25,29.93,44910,22850,33154,-0.426
5181,BBWI,Consumer Cyclical,Specialty Retail,NYSE,55.9,11.77,77.97,11.15,16.28,22.37,39.12,6.8,16.11,3441627263.3485336,201382518.0,0.079,-53.02,5414016,0.93,18.26,-11.77,18.88,-14.67,18.88,-14.67,5.48,10.19,5740631,5825477,5932186,-0.023
5182,ONT,Industrials,Waste Management,NYSE,55.87,11.75,62.76,2.85,48.52,38.75,38.16,74.6,14.5,553291580.5346231,36139227.0,0.0677,-54.69,954220,1.86,16.31,-11.1,18.83,-23.0,21.05,-31.12,10.33,15.36,922992,513210,429842,-0.052
5183,OMH,Real Estate,Real Estate Services,NASDAQ,55.85,11.74,74.6,8.12,13.46,13.45,62.48,4.88,0.87,20097984.080154777,23101131.0,0.0057,-73.23,4847,0.24,0.9,-3.33,0.96,-9.38,1.09,-20.18,6.63,0.17,8234,20258,21264,-0.129
5184,CCOI,Communication Services,Telecom Services,NASDAQ,55.84,11.72,80.12,13.77,7.38,15.0,13.91,3.33,17.68,825279863.3162651,50077663.0,0.1479,-67.48,1000890,0.77,16.52,7.02,19.65,-10.03,19.88,-11.07,10.64,52.09,1142129,1306996,1222049,-0.032
5185,PLCE,Consumer Cyclical,Apparel Manufacturing,NASDAQ,55.8,11.7,88.16,30.11,10.36,13.52,14.5,76.49,3.19,71966491.411829,22211880.0,0.3445,-66.63,190768,0.45,3.24,-1.54,3.27,-2.45,3.38,-5.62,6.54,9.59,185896,419548,346175,-0.194
5186,FBIN,Industrials,Building Products & Equipment,NYSE,55.77,11.69,77.59,10.71,13.15,17.36,56.3,21.37,33.39,4100114614.870884,119293417.0,0.091400005,-48.5,2702081,1.03,36.51,-8.55,38.54,-13.36,39.54,-15.55,5.14,61.14,3620648,2628959,2860215,-0.021
5187,EPAM,Technology,Information Technology Services,NYSE,55.75,11.66,75.14,8.52,11.82,19.34,17.1,41.0,100.51,4859778656.638847,52244451.0,0.20950001,-54.83,2626229,1.46,97.7,2.88,107.99,-6.93,122.84,-18.18,5.44,14.65,2433682,1794727,1538674,0.076
5188,VALN,Healthcare,Biotechnology,NASDAQ,55.75,11.66,88.23,30.31,10.74,16.59,83.56,84.57,5.76,538597225.1624746,94823458.0,0.0018000001,-52.98,45623,0.62,5.78,-0.35,5.59,3.04,6.76,-14.79,5.5,59.94,45322,73400,107168,-0.372
5189,KROS,Healthcare,Biotechnology,NASDAQ,55.71,11.64,75.38,8.72,16.42,15.71,55.55,60.49,9.91,207814288.5,19791837.0,0.08229999,-56.05,412000,1.25,11.27,-12.07,11.34,-12.61,11.38,-12.92,6.55,18.47,391420,330836,425722,-0.998
5190,GPMT,Real Estate,REIT - Mortgage,NYSE,55.67,11.62,83.96,20.48,12.46,17.15,14.23,40.89,1.3,65649886.47849858,47919625.0,0.0050999997,-58.27,180543,1.31,1.4,-7.14,1.44,-9.72,1.45,-10.34,6.42,0.0,151084,137428,161294,0.928
5191,MTVA,Healthcare,Biotechnology,NASDAQ,55.61,11.59,127.04,95.08,4.63,3.91,1.57,26.88,1.88,5732450.773876905,5164370.0,0.0239,-90.12,82735080,28.51,1.23,52.85,1.38,36.23,1.39,35.25,9.51,195.84,8415078,2902462,1800671,
5192,CNCK,Financial Services,Capital Markets,NASDAQ,55.61,11.59,109.5,88.98,6.56,8.19,10.61,6.57,2.09,275932053.77109385,135927122.0,0.0126,-77.55,105133,0.05,1.96,6.63,1.89,10.58,1.89,10.58,11.35,46.02,5570563,2093827,1277586,0.165
5193,XCUR,Healthcare,Biotechnology,NASDAQ,55.61,11.59,76.39,9.68,11.42,9.28,12.62,9.03,2.89,18101918.052922487,6373915.0,0.0172,-73.73,13922,0.87,3.18,-9.12,3.33,-13.21,3.83,-24.54,8.0,60.51,13272,15927,19286,
5194,TAOP,Technology,Software - Infrastructure,NASDAQ,55.55,11.55,94.47,53.66,8.51,9.53,6.47,4.56,1.3,12484160.842083693,9603201.0,0.0050999997,-85.56,6281,0.7,1.31,-0.76,1.29,0.78,1.34,-2.99,4.92,109.5,6228,8949,22815,-0.026
5195,DEFT,Financial Services,Capital Markets,NASDAQ,55.54,11.53,85.05,22.54,9.83,7.78,5.01,4.96,0.68,275321831.36920315,387777239.0,0.049000002,-82.78,3250196,0.62,0.73,-6.85,0.76,-10.53,0.71,-4.23,8.53,24.66,5212349,5245399,7226953,-0.744
5196,SE,Consumer Cyclical,Internet Retail,NYSE,55.54,11.53,93.17,47.24,11.72,13.07,20.59,34.98,87.28,54039511432.12987,612484522.0,0.0579,-56.21,2703991,0.59,89.19,-2.14,87.11,0.2,85.5,2.08,5.23,27.99,6364579,4560599,4190531,0.466
5197,ZG,Communication Services,Internet Content & Information,NASDAQ,55.49,11.5,78.66,11.95,12.65,14.82,12.42,36.78,36.42,8708197202.81147,228801810.0,0.1449,-59.63,1339784,1.29,40.01,-8.97,42.61,-14.53,42.69,-14.69,5.08,13.25,1411028,1041966,1062395,0.184
5198,JBI,Industrials,Building Products & Equipment,NYSE,55.44,11.48,82.01,17.03,11.6,16.05,34.46,14.21,4.74,656047719.9855609,136392459.0,0.038900003,-56.11,1305968,0.8,5.03,-5.77,5.17,-8.32,5.25,-9.71,5.97,37.07,1949176,1626522,1792487,0.058
5199,BSX,Healthcare,Medical Devices,NYSE,55.43,11.47,88.11,30.03,10.46,11.52,18.55,42.84,56.81,78301191283.31961,1486355179.0,0.019299999,-48.12,18853417,1.04,54.6,4.05,57.17,-0.63,62.34,-8.87,3.01,33.38,18564331,18064177,17076266,0.116
5200,VRRM,Technology,Information Technology Services,NASDAQ,55.41,11.45,82.35,17.68,13.0,13.91,22.45,28.13,13.28,1989977212.2477894,151906653.0,0.0317,-48.59,1674052,1.02,13.7,-3.07,14.38,-7.65,14.59,-8.98,4.13,9.12,2384005,1645231,1745485,0.001
5201,RGNX,Healthcare,Biotechnology,NASDAQ,55.4,11.43,60.69,2.44,28.94,26.6,25.38,89.05,5.66,295710381.27340746,51697621.0,0.13949999,-65.04,1669927,1.28,8.48,-33.25,8.73,-35.17,8.73,-35.17,15.92,17.76,2766972,1302617,1095680,-0.928
5202,WAY,Healthcare,Health Information Services,NASDAQ,55.4,11.43,81.24,15.4,12.63,19.95,14.2,46.48,19.6,3439205194.166649,191812891.0,0.067,-52.76,3071315,1.11,19.52,0.41,21.75,-9.89,23.07,-15.04,7.21,25.82,2440981,2771510,2533550,0.224
5203,RENT,Consumer Cyclical,Apparel Retail,NASDAQ,55.38,11.4,63.99,3.08,37.84,28.07,70.23,18.05,3.41,127477093.60037327,33546604.0,0.03,-66.34,102152,0.92,4.23,-19.39,4.52,-24.56,4.76,-28.36,8.59,22.19,95175,110895,84891,0.2
5204,GAIA,Communication Services,Entertainment,NASDAQ,55.33,11.38,83.95,20.42,10.52,15.41,16.37,17.38,2.42,59994594.22302246,25314176.0,0.0275,-62.13,50191,0.67,2.46,-1.63,2.75,-12.0,2.82,-14.18,8.35,24.74,104209,75469,78661,0.02
5205,FLO,Consumer Defensive,Packaged Foods,NYSE,55.31,11.37,78.68,11.99,12.76,14.78,20.43,11.55,7.21,1521129396.6924272,211856467.0,0.15609999,-58.3,9755010,1.36,7.87,-8.39,8.34,-13.55,8.37,-13.86,5.72,14.56,12141931,7168033,6357856,0.068
5206,VYX,Technology,Information Technology Services,NYSE,55.29,11.35,84.0,20.55,14.15,13.81,22.21,20.97,6.48,917795764.4722939,137807175.0,0.3319,-55.83,1595671,0.69,7.24,-10.5,7.13,-9.12,6.8,-4.71,7.86,13.74,2733557,2303592,2362835,-0.01
5207,PRGO,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,55.28,11.33,84.85,22.09,10.54,11.55,24.0,7.49,10.61,1468081992.1951962,138367770.0,0.15020001,-62.69,1884902,0.81,11.15,-4.84,11.41,-7.01,10.8,-1.76,4.62,17.35,2684810,2331600,3067106,-0.072
5208,ALT,Healthcare,Biotechnology,NASDAQ,55.26,11.31,75.94,9.33,12.56,19.53,34.52,57.84,2.74,554251320.3534994,194474154.0,0.1826,-64.55,2512128,0.55,2.99,-8.36,2.96,-7.43,3.2,-14.37,5.99,6.09,3028332,4535457,4083128,
5209,INVZ,Consumer Cyclical,Auto Parts,NASDAQ,55.26,11.31,93.76,50.15,11.54,9.58,25.04,84.6,0.7,157889341.20287842,214523561.0,0.0992,-72.44,2511215,0.77,0.76,-7.89,0.71,-1.41,0.69,1.45,11.74,4.87,5429201,3275073,3111902,1.103
5210,PLUR,Healthcare,Biotechnology,NASDAQ,55.23,11.28,69.68,5.37,23.7,28.53,24.67,21.09,2.52,36310623.18693733,10774666.0,0.010299999,-57.72,69152,7.18,3.31,-23.87,3.35,-24.78,3.33,-24.32,12.53,95.02,18425,9628,8103,-0.609
5211,SRAD,Technology,Software - Application,NASDAQ,55.2,11.27,82.27,17.5,10.15,18.83,18.93,33.49,13.29,3696436190.6420403,295951662.0,0.061,-58.75,2514628,0.53,12.95,2.63,13.2,0.68,15.77,-15.73,5.46,31.69,2811712,4779074,3741608,0.113
5212,CALC,Healthcare,Biotechnology,NASDAQ,55.1,11.25,96.6,66.85,6.75,1.72,2.27,92.08,0.62,10379306.44986397,15798031.0,0.0348,-91.39,70261,0.45,0.64,-3.12,0.61,1.64,0.64,-3.12,9.1,70.02,140656,157295,211795,
5213,LU,Financial Services,Credit Services,NYSE,55.07,11.23,81.9,16.74,15.36,14.18,39.78,30.07,1.78,1620708232.1726947,866688892.0,5.58,-61.05,830814,0.68,1.92,-7.29,1.91,-6.81,1.96,-9.18,3.73,0.0,855671,1219850,1475650,
5214,LDI,Financial Services,Mortgage Finance,NYSE,55.03,11.21,67.7,4.21,21.12,23.58,51.7,90.39,1.14,422279873.75,337823899.0,0.1391,-77.43,2283756,1.13,1.29,-11.63,1.44,-20.83,1.48,-22.97,8.48,10.34,2510225,2015765,2278227,0.017
5215,XYF,Financial Services,Credit Services,NYSE,55.03,11.21,96.11,64.75,11.4,8.61,6.01,13.99,4.68,181411176.2992754,38516173.0,0.0114,-77.01,102436,0.77,4.82,-2.9,4.77,-1.89,4.44,5.41,5.22,45.03,115733,132797,162042,-0.141
5216,SPWR,Technology,Solar,NASDAQ,55.02,11.18,83.0,18.86,11.35,11.84,34.18,69.17,1.02,148367237.80560732,145458079.0,0.17790002,-55.07,1113657,0.51,1.04,-1.92,1.0,2.0,1.13,-9.73,9.15,21.43,1807485,2170068,1738839,-0.101
5217,GOGO,Communication Services,Telecom Services,NASDAQ,55.01,11.16,87.99,29.62,12.95,14.39,8.75,17.36,4.08,524725484.7168207,135238523.0,0.21280001,-75.74,1302546,0.89,4.2,-2.86,4.23,-3.55,4.35,-6.21,7.23,20.33,1602894,1459738,1740798,-0.017
5218,BLND,Technology,Software - Application,NYSE,54.97,11.15,86.41,25.75,8.86,7.81,7.9,22.75,1.48,351069162.7450218,242116656.0,0.069299996,-67.04,5604762,1.49,1.48,0.0,1.48,0.0,1.58,-6.33,9.5,7.11,5672956,3767478,4505309,0.149
